price,bedrooms,bathrooms,sqft_living,yr_built
543000,3,2.25,1240,2008
607500,3,3.25,1530,2006
750000,3,3.5,3390,2012
728050,3,2.5,2320,2008
734990,4,2.5,2650,2012
330000,3,2.5,2238,2011
605000,4,2.5,2620,1996
441000,3,2.75,1910,1979
650000,4,2.5,3040,2003
1950000,7,3.5,4640,1965
395000,3,1,1500,1925
245000,1,0.75,380,1963
905000,4,3.5,2970,1997
660000,4,3.25,3030,1988
378000,4,2.5,1890,1978
600000,2,1,1040,1919
632500,4,2.5,2090,1986
210000,2,2,1680,1910
754800,2,2.5,2770,2006
175000,2,1,1020,1948
455000,3,2.25,1470,1985
450000,3,2,1430,1947
790000,4,1.75,2050,1974
480000,4,1,2080,1941
850000,3,2.25,2870,1995
725000,4,3.25,3940,2000
380000,3,1.5,1520,1949
979000,3,1.5,1700,1954
359950,3,2.25,1940,1981
665900,4,2.25,2870,1926
812000,3,3.25,3240,2001
203000,3,1,1150,1953
456000,3,1.5,1440,1975
547000,5,2.5,2200,1916
280000,3,2,1470,1987
640000,2,1.75,1760,1930
477000,3,1.75,1780,1976
455000,4,2.25,2450,1954
587206,3,3.5,1890,1999
425000,3,2.5,2540,1999
511500,4,1,1360,1917
218000,2,2,1310,2004
332000,3,2,1510,1942
291000,3,1.5,1860,1967
279000,4,2,2200,1979
950000,4,2.5,3360,1988
970500,3,2.75,2470,1960
412000,2,1,1260,1925
400000,3,1,1430,1950
200000,3,2.25,1230,1913
397000,4,2.5,2320,1997
715000,4,2.5,3290,2003
371000,4,2.5,2550,2005
458000,3,2.5,1870,2003
436500,5,3,3110,1977
329950,3,2.5,1820,1983
950000,3,3.25,3050,1962
282000,4,2,1890,1997
250000,1,1,800,1931
1135000,6,4.25,6900,2002
400000,4,1.75,2670,1972
681500,5,2.75,3260,1964
200000,2,1,860,1949
1300000,5,4,3366,1937
1462497,5,3.25,3840,2008
995000,4,4.5,3850,1998
355000,4,2.5,2040,1996
425000,3,2.25,1790,1967
869000,4,3,3740,1988
915000,3,3.25,2660,2003
2110000,3,2.25,3230,1973
925000,4,2,3140,1959
2400000,6,4.5,5480,1999
390000,3,1,1160,1910
330000,3,2.25,1860,1995
482500,4,3,1630,1990
525000,3,2.25,1750,2001
237000,3,1,1300,1960
205000,3,1,960,1960
623000,3,2.5,1850,1989
565000,4,2.75,3260,2013
400000,4,2.25,2420,1973
405000,3,1,1460,2002
337000,4,3,2240,1992
355000,2,1,1240,1943
885000,3,2.25,2060,1975
420000,5,2.75,2280,1959
448000,4,2.5,2510,2006
800000,4,2.75,3150,2004
830000,5,2.25,2780,1978
725000,6,1.75,2380,1917
780000,3,2.25,2140,1905
325000,2,1,840,1948
488800,4,2.25,2170,1976
1320000,4,3.5,4410,1989
489000,4,2,2120,1940
1240000,7,5.5,6630,2004
595000,3,2.75,3290,1993
359900,5,2.25,2290,1973
1080000,3,3,4910,1989
925000,4,2.75,3730,2012
625000,3,2.5,2440,2014
339990,3,2.5,2570,2014
775950,4,2.5,2970,2014
420000,5,3,2630,2013
654000,3,3.25,1530,2005
725000,3,3.5,3690,2001
375000,2,1,1230,1948
1100000,3,2.5,2200,1952
639500,4,2.25,2330,1986
849000,4,2,2160,1928
418000,4,1.5,1550,1956
442900,4,1.75,1780,1943
750000,3,1.75,2610,1934
930000,3,2.5,3290,2000
565000,2,1.75,1330,1914
874150,4,3.5,3530,1987
545000,4,2.5,2090,1990
500000,4,2.5,2040,1963
687000,4,2.5,2370,1966
810000,4,2.5,2810,1989
439500,3,2.5,2050,1977
802000,3,1.75,2870,1907
732600,4,2.5,2130,1963
374000,4,2.5,2580,2004
330000,4,2.5,2380,1999
365000,4,2,1940,1962
290900,2,2,1610,1930
577000,3,2.5,2060,1976
280000,2,1,1010,1925
675000,4,2.5,2810,1982
800000,3,2.25,2380,1972
299995,2,1,1060,1951
440000,3,1.75,1560,1983
249500,2,1.75,1500,1963
690000,2,1,970,1907
235000,3,1,1170,1968
320000,3,2.5,2280,1998
350000,7,3,2800,1963
334000,4,1.5,1150,1970
235000,6,3,2180,1980
442000,4,2.5,2520,1990
264000,3,1.75,1760,1966
275000,2,1,1180,1949
430000,2,1.5,950,1949
550000,3,2.5,1900,1988
775000,4,2.5,2300,1999
603500,6,2.75,2660,1962
230000,3,1,1530,1919
449000,4,2.5,1850,1930
2075000,4,3.5,4230,1997
420000,3,2,1200,1937
735000,4,2.25,2270,1954
200000,3,1.5,1090,1968
286000,3,2.75,1100,2008
579000,3,2.5,1640,2009
345100,3,3.75,1950,1959
350000,3,1.75,1660,1957
291500,3,1,880,1946
649950,3,2.5,1500,2014
458500,3,2,1890,2012
500000,3,1,1150,1911
362300,3,2.5,2430,1997
324000,4,1.75,2110,1975
495000,3,2,2950,1918
233500,3,2.25,1650,1985
479000,3,2.25,2110,1978
322200,4,2.25,2010,1975
835000,4,2.5,3030,1998
347000,3,1,1270,1955
725000,3,1.75,1610,1962
345000,3,1,1140,1904
345950,3,2.5,2110,1989
550000,3,1.75,1840,1964
399950,3,1.75,1560,1940
269500,3,1.75,1840,1976
494000,4,2.5,1830,1973
453000,4,1.75,2120,1956
442500,3,1.75,1600,1977
235000,4,1.75,1450,1962
389800,3,1.75,1880,1959
346000,3,1.75,1270,1950
360000,4,1.5,1720,1953
650000,4,2.5,2400,1990
290000,3,1,1150,1932
234000,2,1,870,1940
260000,4,2.5,2000,1989
349900,3,2,2420,1949
275000,3,1,1080,1952
725000,4,2.5,3420,1988
375000,4,2.5,1870,1990
806000,4,2.5,2500,1997
470000,3,2.5,2150,1992
490000,3,2.25,1470,1984
615000,5,2,2130,1926
249000,3,1,1000,1968
396500,3,1.75,2390,1955
405000,2,1,860,1901
560000,3,2.5,1960,1989
459950,4,2.5,2000,2003
265000,3,1,1620,1928
502000,6,2.5,2890,1977
430000,3,1.75,1300,1981
525000,2,1,1080,1924
415000,4,2.5,2170,1955
600000,3,2.5,2260,1987
225000,3,1.75,1580,1967
300000,4,2.5,2620,2008
491234,4,2.5,1540,2014
1580000,4,2.5,4570,1948
905000,4,3.25,3440,2006
199950,5,2.5,1740,1959
450000,4,1.75,2160,1942
899000,3,1,1480,1949
649000,2,1.75,2260,2005
780000,4,3.5,3910,1987
400000,4,1.75,1700,1965
831500,5,2.5,4470,1984
471001,3,1.75,1800,1905
385000,3,3.25,1630,2007
326000,3,1,1030,1969
335000,1,1,720,1907
320000,4,1.5,1890,1974
300000,4,2.5,1840,2004
269950,4,2.5,2540,1977
1220000,4,3.75,3520,1913
590000,4,2.5,3220,1966
750000,3,2,1820,1941
239950,3,1.75,1230,1984
215000,3,2,1340,1931
165000,3,1,1200,1943
261350,3,1.75,1390,1962
569000,4,2,1730,1924
425000,3,2.25,1580,1992
800000,4,3,3520,1954
715000,4,2.5,2650,1960
337000,3,1.75,1310,1993
560000,4,2.5,2300,1990
449500,3,2.25,1780,1972
660000,3,3.25,1980,1987
685000,2,1.5,1300,1943
905000,5,3.5,3500,1996
403500,3,1,1830,1960
405000,3,2.25,1520,2004
385000,4,2.75,2700,1984
1700000,3,2.75,2810,1974
285000,3,2.5,1660,2003
249900,3,2,1310,1990
633634,4,3.5,2960,2014
329900,3,2.5,2242,2011
310000,3,2.5,2540,2006
345000,3,1.5,1420,2008
160797,3,1.5,1270,2012
562500,3,2.25,1300,2006
664950,5,3,3190,2013
515000,5,3.25,2910,2013
497000,3,2.25,1630,2005
312891,5,3,2300,2013
670000,3,2.5,3310,2008
362500,2,1.5,940,2009
402101,2,0.75,1020,2009
438000,3,1.75,1520,1948
687500,4,1.75,2330,1929
160000,3,1.5,1010,1962
415000,3,1.75,1070,1977
405000,3,2.5,3170,1995
880000,4,2.5,3030,2005
585000,3,2.5,2270,1998
640000,4,2.5,2341,1997
819000,3,3.5,2130,1908
520000,3,1.75,2300,1984
367500,3,1,1660,1978
762500,4,2.75,2610,1978
300000,3,1,2150,1954
625000,3,2.5,2410,1976
530000,2,1.5,1580,1941
379000,3,2.5,1740,1992
615000,2,1,1270,1949
660000,2,2.25,2550,1902
380000,3,2.25,1860,1963
314900,4,1.75,2700,1958
324950,3,1.5,1460,1955
225000,3,1.75,1330,1968
535000,3,2.5,2070,1999
348500,3,1.5,1360,1966
725000,4,2.5,2650,1986
925000,4,3,3580,1985
549000,2,1,2034,1947
400000,3,2,1230,1984
620000,4,2.5,2450,1994
665000,6,2.75,2840,1961
1215000,4,3.75,3820,1994
1157400,3,2.5,2740,1913
349950,4,2.5,2090,1989
2466350,5,4.75,6390,1940
339000,4,2,2470,1948
615000,3,1.75,1720,1924
751000,4,3.25,3090,2004
941000,4,1.75,2320,1926
600000,4,1.75,1740,1968
455000,4,2.5,2950,2005
1295648,0,0,4810,1990
485000,3,2.5,1500,1920
358000,3,1.5,1810,1969
339000,3,1,1100,1942
258000,3,1,1490,1969
455000,2,1.5,1200,2013
437000,4,2.5,1890,1980
689000,3,1.75,2200,1978
319000,4,2.5,2510,1978
510000,3,2.25,1420,2006
440000,3,1.75,2000,1957
1010000,2,2,1460,1900
875000,4,2.5,3220,1996
304000,4,2,1310,1953
139000,2,1,690,1942
464500,3,1.75,1150,1959
336500,3,1,1480,1963
230000,4,1.75,1850,1944
425000,3,2.5,1930,1990
300000,2,1,750,1941
457500,3,2.25,1430,1996
366000,3,1.75,1840,1977
502000,3,2,1300,1955
194000,3,1,1050,1983
305000,4,2.25,2210,1968
1250000,4,2.5,3220,1973
575000,4,2.5,4620,1991
343500,4,1.75,1760,1950
325000,3,1,850,1948
600000,4,3.25,4690,1995
850000,4,3.5,3920,1996
420000,3,2.5,2140,2005
257500,2,2,1180,1940
317000,5,2.5,2360,1962
970000,3,2.25,3060,1930
252000,3,2.25,1670,1977
683500,3,1.5,1820,1946
289000,3,2.5,1970,1988
355000,2,2.25,930,2007
675000,3,3.5,2300,2004
396500,3,2.5,2590,1976
362500,4,1.75,1450,1960
395000,4,1.75,1540,1943
599000,5,2.75,2730,1968
218000,3,1,880,1945
589950,4,2.5,3190,2006
218000,3,1.5,1330,1968
360000,3,1.75,1500,1957
350000,2,1,740,1922
350000,4,3,2560,2004
845000,3,2,2540,1930
839000,3,2.5,3200,2000
850000,4,3,3330,1958
329950,2,1,900,1956
425000,4,1.5,1600,1946
210000,2,1,970,1956
631500,2,1,1130,1927
295000,2,1,650,1950
575000,3,2.25,2400,1926
415000,3,2.5,2280,2011
859000,4,2.25,3550,2010
639888,4,2.5,2050,2012
329445,2,1.5,830,2005
745641,4,2.5,2440,2013
395000,3,2.5,1600,2007
790000,4,3.5,3190,2010
890000,4,1,2550,1905
400000,3,2.5,2180,1962
365500,3,2,1410,1983
245000,3,2,1410,1985
390000,4,2.5,2340,1993
196500,3,1,1320,1966
1200000,4,1.75,3990,2006
276900,3,1,1270,1958
995000,3,4.5,4380,1968
2300000,4,3.25,4250,2004
505000,3,2.5,1860,1987
1229000,4,3.5,3770,1989
352000,4,1,1530,1925
597326,4,4,3570,2013
800000,2,1,1740,1955
270000,3,2.5,1670,1990
235000,4,2,1570,1984
409900,2,2.5,1590,1997
739900,5,2.5,2980,2006
608000,4,2.5,2690,2001
381500,2,1,900,1924
562100,2,0.75,1440,1914
740000,4,2.5,3000,1995
308000,3,1,1640,1942
905000,5,3.5,3100,1970
762000,4,3.5,4000,2007
356000,4,2,2020,1949
750000,3,1.5,1840,1915
418800,4,2.25,2100,1973
276000,4,2.25,2460,1959
725000,3,2.5,2610,1996
285000,3,2,1460,1995
205000,3,1,1050,1958
583000,3,2.5,1790,1989
657000,4,2.5,2180,1926
386000,4,2.25,2050,1965
589950,5,3,2790,1973
575000,3,2.25,1700,1924
574000,3,2.5,2380,2002
690500,5,2,2000,1908
565000,2,1.75,1670,2005
500000,3,1.5,1190,1940
330000,6,2.25,3040,1951
286000,2,1,780,1930
450000,3,1.5,2330,1954
870000,4,2.75,2840,1912
725000,4,2.5,2490,2000
275000,2,1,770,1927
645000,3,2.75,1850,1953
152000,3,1,1090,1969
315000,4,2,1780,1918
190000,1,0.75,930,1941
700000,4,2.5,2770,2004
233000,3,1,1250,1955
249000,4,2.25,1830,1990
310000,2,1,870,1950
265950,3,1.5,1150,1951
860000,5,3.25,4500,1968
200000,3,1,1150,1938
402000,4,2.25,2000,1926
305000,6,2,1900,1964
505000,3,1.75,1640,1975
1355000,3,1.5,2680,1913
482000,3,2.5,2420,1998
299950,3,1.75,1790,1978
770000,4,2.5,3920,1997
245700,3,2.25,1640,1968
283000,3,1,890,1954
650000,4,2.75,1910,1940
530000,5,2.25,2140,1962
440000,3,1.75,2030,1953
1005000,4,4.5,4225,1985
599990,3,2.25,2680,1978
544000,4,2.5,2030,1994
1700000,5,3.5,5850,1978
270000,2,1,2060,1962
435000,2,1,1060,1943
349000,3,1,1010,1947
1140000,4,2.25,3310,1924
320000,4,2.5,2000,1997
804100,4,2.5,3070,2005
594000,3,2.25,1270,2014
531500,4,2.75,3110,1958
1150000,3,2,2110,1979
374500,3,2.25,1400,1984
450000,4,2.75,2310,1952
744500,5,2.5,2700,1967
913888,5,2.25,2370,1981
760000,4,2.5,2760,1942
346500,2,1.75,1610,1941
280000,3,1.75,1230,1966
557500,3,1.75,1900,1959
260000,3,1.5,1580,1954
1330000,3,1.5,1940,1900
640000,3,1.75,1620,1947
280000,7,2.5,1940,1994
205000,3,1,1230,1965
957000,5,3.25,3160,2005
625000,5,2.5,2700,1955
680000,4,1.5,1880,1954
150000,2,1,890,1942
255950,3,2.5,1720,1992
246500,3,2.5,1620,1989
450000,2,1,1380,1931
595888,3,1.75,1870,1958
454000,3,1,1970,1970
299900,3,1,1110,1979
200000,3,2,1190,1995
346500,3,1,1150,1932
585000,4,2.75,2890,1973
383000,3,1.75,1500,1977
519000,4,2.5,1950,1910
410000,3,1.5,1250,1968
578000,4,2.5,2070,1996
1280000,4,3.5,4660,2003
395000,2,2.25,1350,2007
364000,3,2.5,1800,2011
240000,3,2.25,1481,2012
328423,3,2.5,1730,2014
594000,4,2.75,2720,2005
425000,3,2.5,2320,2009
309620,3,2.5,1860,2012
260000,5,2.5,2025,2007
563500,3,2.5,1400,2007
975000,5,3,2620,2009
937000,3,1.75,2450,1915
518500,3,3.5,1590,2010
563500,4,1.75,2085,1964
1050000,4,3.5,3450,2007
350000,3,2.25,1780,1987
826000,4,2.5,3060,2006
225000,3,2,1700,1945
235867,4,2,1330,1942
399000,4,3,3060,2001
177500,3,1.5,1220,1968
224000,4,1.5,1600,1959
302000,4,1.75,1530,1968
760000,3,2.5,1980,1959
460000,3,2.5,1730,1969
415000,3,1,1170,1957
669000,2,1.75,1950,1952
254600,3,2,1470,1968
357250,3,1.5,1400,1952
910000,4,3.5,4040,1987
725000,6,3,3110,1921
670000,3,1.5,1490,1906
440000,4,1.5,1770,1947
1025000,4,3.5,3320,1977
320000,2,1,950,1948
310000,4,2.5,2430,2002
772650,4,2.5,2660,1955
669950,4,2.5,2670,1996
690000,5,3.5,2720,1993
385000,4,2.5,3200,1970
663000,3,2.5,2480,1974
300000,3,2.25,1780,1967
225500,2,1.75,1590,1972
320000,3,2,1550,1999
775000,3,2.75,2850,1976
805000,3,2.75,2600,1929
252750,4,1,1230,1944
254000,5,2,2080,1959
620000,6,3.5,3600,2004
435000,4,2.75,2110,1962
460000,4,2.5,2550,1961
268000,3,2.5,1650,1991
446000,2,1.5,1370,2008
285000,2,1,1010,1975
530000,3,2,2330,1987
402000,2,1,620,1911
358000,3,1.5,2450,1967
354950,4,2.75,2530,1977
405000,4,2.5,2220,2001
568000,4,1.75,2110,1979
575000,5,3,3690,1960
315000,4,2.5,1940,1977
280927,4,2.25,2070,1977
440000,4,2.5,2160,1976
270000,4,2.25,2600,1965
755000,4,2.75,2880,1912
289659,4,2.25,2260,1984
555000,5,3,3640,2004
450000,3,1.5,1530,1952
1145000,3,2.5,2490,1918
495000,3,1.75,1440,1983
1250000,3,3,3760,1910
580000,4,1.75,1720,1975
560000,4,2.5,2480,1959
1080000,4,3.5,3990,2008
450000,2,1.75,840,1912
815000,3,2,2270,1968
354000,4,2.5,2580,2005
279900,3,1.75,1580,1988
339000,2,1,950,1941
1340000,4,3.5,3190,2003
710000,3,3.25,3740,1990
815000,4,2.75,2620,1949
800000,3,1.75,2080,1958
638000,3,2,1660,1922
475580,3,1.75,1520,1983
243800,3,1,1140,1981
600000,3,2.5,3240,2004
620000,3,2,2460,1988
750000,4,2.75,1750,1903
626000,3,1.75,2430,1945
230000,3,1,1060,1956
537000,3,3,2410,1942
210000,2,1,720,1943
200500,3,1.75,1260,1963
253500,3,1,1640,1954
150000,3,1,1310,1962
440000,3,1.5,2120,1949
667000,3,1.75,3320,1933
660000,3,1,1210,1955
695000,3,2.75,2590,1993
440000,4,2.5,2250,1989
1388000,4,3,4040,1972
219500,3,1,1090,1912
220000,3,1.5,1660,1981
270000,2,1,1780,1954
900000,4,3.5,3370,2008
1990000,5,3,4480,1902
800000,4,2.5,2990,1990
365000,5,2,2280,1924
1387800,3,3,2480,1950
451000,5,2.75,2830,1967
202000,2,1,920,1950
1410000,4,2.25,3250,1979
471000,2,1.75,1240,1924
827000,4,2.5,3230,1977
235000,5,2.5,2500,1979
216500,2,1.75,1390,1980
359000,5,1.75,1940,1953
252500,3,2,1900,1991
370000,3,1.5,2380,1961
663000,3,2,1480,1928
971971,4,3.75,3460,2013
420000,3,1.75,1444,2008
330675,4,3,1930,2006
240000,4,1,1200,1933
334888,3,2.5,1769,2012
414000,3,2.5,2490,2012
782900,4,3.25,3060,2014
525000,4,2.75,3030,2011
429900,3,2.5,2370,2009
390000,3,3.25,1370,2006
224000,3,1.75,1500,2014
257500,3,2.25,1715,1995
665000,2,1,1110,1925
327000,5,2.75,2400,1998
425000,3,1,1520,1988
687500,4,2.75,3190,1994
672500,3,2.25,2400,1939
140000,3,1,1060,1959
215500,2,1.75,1220,1972
464900,4,2.25,2020,1979
417000,4,2.25,2300,1959
453000,4,2.75,2300,1979
700000,3,2.5,1660,2002
1619999,4,3,3900,1972
259500,3,1.75,1650,1957
460000,4,2.5,2110,1985
561500,3,1.75,1960,1939
641000,4,2.5,2770,1997
330000,4,1.75,2440,1978
447000,2,1,1320,1953
320000,4,2.5,2570,2005
212700,2,1,940,1926
260000,2,1,700,1922
410000,3,2,1400,1981
355000,4,2.5,1890,1996
275500,2,1,720,1951
415000,3,1.75,2410,1967
279000,3,2.5,1630,1985
350000,5,1.75,2330,1968
355000,2,2.25,1330,1985
750000,4,2.25,3190,1984
235000,3,1.75,1400,1998
209950,3,1,970,1967
230000,3,1.75,1010,1969
725000,3,2.5,3580,1990
430000,2,1,1050,1927
661500,5,2.5,2500,1977
738000,3,3,2630,2006
1820000,4,4.5,6640,1993
221000,3,1,910,1966
665000,3,2.5,2610,1988
255000,3,2.5,1720,1998
1195000,5,2.75,3650,1969
355000,3,1.75,2040,1980
755000,5,2.5,3260,1950
300000,3,1.5,1590,1956
500000,4,1,1440,1906
191000,2,1,900,1905
315000,6,4,3120,1993
415000,3,2.5,1060,2000
394000,4,2.5,3000,2002
490000,3,2.5,2230,2000
523460,5,1.75,1890,1906
550000,4,3.5,4150,2006
342000,3,1.75,1780,1981
560000,4,2.5,2710,2003
1050000,4,4.25,4390,2003
710000,2,1.5,1640,1916
1020000,3,2.25,1670,1903
399950,3,2.5,2570,1989
480000,2,1,1500,1902
410000,3,1,2710,1950
530000,4,1.75,2860,1978
528000,2,0.75,840,1937
469900,4,2.5,2990,1991
397000,5,1,1170,1944
718500,3,1.5,1200,1952
195000,2,1,1020,1940
285000,2,1,910,1948
295000,1,1,700,1907
602000,4,1.75,2420,1981
235000,3,1.75,1950,1960
465000,4,2.5,3060,2012
234000,4,1,1390,1955
504200,2,1.5,1200,2008
710000,3,2.5,2440,2003
589500,3,3.25,2310,2005
415000,3,2.75,2600,2009
735000,3,2.25,1490,2011
427000,3,2.5,2432,2005
982000,4,2.75,3610,2014
459000,4,3,2530,2013
483453,4,2.75,2790,2014
246950,3,3,1670,2014
235000,1,1.5,1170,2007
288790,4,2,1350,2008
229800,2,1.75,1110,2014
516500,1,1.25,1100,2014
1600000,3,4.25,2820,1930
234000,3,1,1040,1983
230000,2,1.75,1910,1980
300000,4,1,1370,1949
470000,3,1.5,1500,1927
339900,3,1,1200,1969
650000,2,1,1050,1904
585000,5,2.5,2670,1920
699900,4,2.5,2190,1972
598000,4,2.5,3130,1994
475000,3,2.5,1700,1998
314500,3,1.75,1700,1978
397000,3,3.5,1360,2007
345000,3,2,1610,1986
325000,5,2.75,2130,1991
265000,3,1,1800,1957
402000,4,2.75,2950,1974
835000,3,2.25,2120,1964
780000,4,2.5,3500,2005
250000,3,2,1440,1965
1200000,4,2,2120,1905
935000,2,2.5,1780,1974
300000,2,1,960,1947
419000,2,1.75,1510,2006
410000,1,1.5,1010,1911
1165000,3,3,3790,1989
461000,3,1.75,3600,1948
385000,3,1.75,1300,1968
669500,4,2.25,2500,1940
491950,3,2.25,2090,1958
1230000,3,1.75,2200,1948
560000,3,2.25,2070,1955
370000,3,1,1320,1982
263400,4,2,1360,1960
100000,2,1,930,1942
289950,3,2.5,1760,1937
263000,3,1.75,1410,1985
397500,4,2.5,2570,1992
245000,3,2.75,1300,1996
535000,3,1,1580,1925
449000,4,2.5,2960,2005
490000,4,3,2330,2003
445800,4,2.25,2070,1977
345000,2,1,970,1932
327500,3,2.25,2310,1990
436500,4,2.5,2290,1988
550000,3,2.25,1720,1967
441000,2,1.5,1190,1919
406500,2,1,870,1947
243000,2,1.5,1068,1990
359500,4,2.75,2140,1993
760000,4,2.5,3300,1984
1925000,5,4.25,4830,1914
408000,5,3.25,2820,1906
480000,4,3,2440,1981
875000,4,1.5,1800,1929
308000,3,1,1010,1954
880000,4,2.75,3220,1931
1730000,5,3.5,5000,2008
170000,2,1,1200,1976
491500,3,2.25,1470,1985
515000,3,2.5,2600,2003
550000,4,1.5,2750,1958
255000,2,1,1320,1919
635000,3,2.5,3350,2005
850000,3,2.5,2650,1920
265000,2,2,1860,1952
349810,3,1,960,1958
972000,4,1.75,2010,1937
235000,2,1,900,1928
330000,4,2.5,2340,1997
500000,4,3,3720,1979
570000,3,2,1890,1949
1309500,4,2.5,2680,1956
544000,3,2.5,1460,2007
439000,3,2.5,3180,2006
530000,4,2.25,1980,1981
427500,2,2,1090,2008
337000,4,2.5,2230,2002
1095000,4,2.75,3330,1995
435000,4,2,1880,1904
765000,5,3,2870,1964
492650,4,1.75,2120,1967
383962,4,2.5,2700,2001
950000,4,2.5,3670,2007
457000,3,2.5,1220,2008
1510000,5,3.25,4390,2007
882566,4,2.5,3560,2014
963000,4,3.25,3530,2007
345000,4,2.5,2280,2006
2065000,4,3.75,4350,2013
800000,3,3.5,3830,1993
314500,3,2,2050,1993
530000,3,2.5,3660,1989
650000,4,2.5,3350,2004
349500,3,2,1270,1963
1198000,4,3.5,3400,2008
165050,3,1,1200,1959
580000,3,2.5,2200,1978
330000,3,2.5,1680,1959
875000,5,3.5,3840,2001
500000,2,1,950,1926
445000,4,2.5,2280,1994
274900,4,2.5,1970,1987
219950,3,1.5,1620,1967
691500,4,2.5,2600,1962
459500,2,1,1250,1929
955500,4,1.75,2130,1914
328950,4,1.75,2550,1978
307000,3,1,1150,1927
382500,3,1.75,1040,1967
1150000,4,2.5,3340,1996
1297000,6,2.75,2630,1900
478000,3,2.25,1640,1994
260000,2,1,770,1948
850000,4,3.25,4350,2006
616000,4,1.75,1700,1957
540000,3,1.75,2050,1984
300000,3,2.25,1660,2001
507500,3,1.75,1990,1977
3800000,5,5.5,7050,1978
241000,3,2,1770,1986
485000,3,2.25,2440,1991
695000,3,2.5,2620,1998
548000,4,2.5,2440,1994
345000,2,1,1080,1955
280000,3,1,1090,1962
450000,3,1.75,1400,1963
515000,3,2.5,2010,1994
1014250,3,1,1640,1920
739900,5,2.5,3290,2004
600000,2,2.5,2510,1990
370000,2,1,860,1952
729032,4,2.5,2840,1977
510000,3,1.75,1750,1934
425000,3,1.5,1300,1964
1080000,3,2.75,3890,1967
337000,3,2.25,1460,2006
563000,4,1,1410,1911
1695000,4,2.75,3770,1924
245000,3,2,1190,1907
590000,3,2,1410,1947
695000,3,2,2500,1922
402500,2,1,800,1946
435000,3,2.5,2530,1993
660000,3,2,2570,1983
300000,3,2.75,2090,1987
600000,5,2.25,2980,1960
205000,3,1.75,1170,1981
357500,3,3.5,2080,2004
1110000,5,3.25,3350,1997
332888,2,2.5,1050,2007
174000,2,1,900,1979
515000,2,1,1050,1907
392000,5,2.25,3740,1958
485000,4,1.75,1430,1900
217500,3,1.75,1400,1984
502000,3,2.25,1600,1983
820000,3,2.25,2880,1989
1640000,3,3.25,3140,1913
102500,2,1,820,1937
925000,5,5.5,5190,2001
540000,4,2.5,2180,1968
600000,2,1,910,1900
406000,4,1,1580,1928
620000,4,3,2130,1948
1060000,4,2.5,4570,1990
401000,3,2,1240,1984
725000,3,1.75,1860,1959
276000,1,0.75,370,1923
500000,5,3.25,3130,1975
375000,3,1.75,2530,1977
2300000,4,4.75,3970,1928
260000,3,2.25,1920,1961
1565000,4,2.75,2970,1918
431000,4,2.5,2300,2001
321000,4,2.5,1830,2003
433000,4,1.5,1550,1963
920000,4,3.5,4080,2005
482000,3,2.25,1710,1989
712000,3,2.5,2375,2002
505000,4,2.75,2200,1962
2367000,3,2.25,3530,1930
452000,3,1.75,1110,1966
581000,4,1,1630,1921
952500,4,1.5,2550,1910
808000,4,2.25,2500,1987
476000,4,3,2890,1945
535000,4,1.75,1420,1945
1356925,4,3.5,4270,1937
629800,3,2.5,2390,2008
417838,4,2.5,2530,2014
399895,4,2.5,2701,2014
825000,4,2.75,3990,2003
300000,4,2.5,2303,2006
640000,2,2.25,1540,2007
460000,3,2.5,1450,2008
525000,2,2.5,1160,2012
499990,4,2.75,2910,2013
1020000,4,3.5,3770,2008
675000,5,2.25,2900,1985
512031,3,1.75,1540,1920
310000,2,1,700,1918
1075000,3,2.5,3280,1970
255000,4,2,2430,1960
435000,3,2.5,1900,1993
453000,3,2,1660,1983
260000,4,2,1620,1975
659000,4,2,2090,1951
223000,3,2,1110,1991
851000,5,3.25,3760,1984
605000,3,2.25,2080,1973
895000,4,2.25,1950,1947
519000,5,2.25,2570,1950
535000,3,1.75,2330,1983
489000,3,3,3700,1982
250000,3,2.25,1920,1965
580000,3,2.25,1900,1905
1038000,4,1.75,1440,1967
605000,4,2.25,2940,1961
599950,4,3.5,2500,2008
700000,3,2.5,2490,1993
480000,3,2,1470,1956
329950,4,2.5,2120,2002
250000,3,1.75,1200,1984
345000,5,2.5,2450,2002
175000,4,2.5,1780,1991
185000,5,1,1590,1942
411000,4,2,2370,1978
690000,3,1.5,1760,1922
265000,4,3,1940,1948
720000,4,3,3550,1990
256000,4,2.5,2050,2002
255000,4,2.25,1680,2002
540000,3,2.25,1320,1994
481015,3,2.25,1550,1987
575000,3,1.75,2680,1974
339950,3,2.5,2390,1984
475000,4,2.5,2040,1963
732000,3,3.75,2670,1977
860000,4,1.75,1880,1924
389000,4,1.75,2400,1927
645000,3,1.75,2270,1956
475000,4,2.5,1850,1981
550000,4,2.75,2160,1987
305000,2,1,2160,1968
782000,2,1.5,1570,1906
545000,3,2,1340,1923
394500,4,2.5,3002,2004
600000,5,2,2190,1965
1300000,4,1.75,2610,1966
300000,2,1,1010,1947
330000,4,2.5,2105,2003
723000,4,2.25,2430,1928
2271150,4,3.25,4040,1954
480000,5,2.5,2160,1998
496000,2,1,900,1946
625000,3,3,1820,2006
475000,4,2,2100,1962
275250,3,2.25,1520,1992
253000,2,1,1310,1980
630000,4,2.5,2190,1979
660500,5,2.5,2950,1918
262000,5,1,1870,1962
2147500,3,3.5,4660,1909
552000,3,2.5,1840,1978
